Query,Expected,Agent,Predicted,Correct,Relevance,Agent Popularity
"i can only imagine one thing worse than kevin spacey trying on an irish accent , and that 's sultry linda fiorentino doing the same thing .",negative,Positive Classifier,neutral,False,0.25,0.5
"afraid to pitch into farce , yet only half-hearted in its spy mechanics , all the queen 's men is finally just one long drag .",negative,Positive Classifier,neutral,False,0.25,0.5
"who knows what exactly godard is on about in this film , but his words and images do n't have to add up to mesmerize you .",negative,Positive Classifier,neutral,False,0.25,0.5
"herzog is obviously looking for a moral to his fable , but the notion that a strong , unified showing among germany and eastern european jews might have changed 20th-century history is undermined by ahola 's inadequate performance .",negative,Positive Classifier,neutral,False,0.25,0.5
the story and characters are nowhere near gripping enough .,negative,Positive Classifier,neutral,False,0.25,0.5
"( a ) superbly controlled , passionate adaptation of graham greene 's 1955 novel .",negative,Positive Classifier,neutral,False,0.25,0.5
"though the violence is far less sadistic than usual , the film is typical miike : fast , furious and full of off-the-cuff imaginative flourishes .",negative,Positive Classifier,neutral,False,0.37000000000000005,0.5
"its scenes and sensibility are all more than familiar , but it exudes a kind of nostalgic spy-movie charm and , at the same time , is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time .",negative,Positive Classifier,neutral,False,0.25,0.5
"like so many other allegedly scary movies , it gets so tangled up in the twist that it chokes the energy right out of the very audience it seeks to frighten .",negative,Positive Classifier,neutral,False,0.25,0.5
a bravura exercise in emptiness .,negative,Positive Classifier,neutral,False,0.25,0.5
has a plot full of twists upon knots ... and a nonstop parade of mock-tarantino scuzbag types that starts out clever but veers into overkill .,negative,Positive Classifier,neutral,False,0.25,0.5
too clunky and too busy ribbing itself to be truly entertaining .,negative,Positive Classifier,neutral,False,0.25,0.5
a marvellous journey from childhood idealism to adolescent self-absorption .,negative,Positive Classifier,neutral,False,0.25,0.5
"how on earth , or anywhere else , did director ron underwood manage to blow $ 100 million on this ?",negative,Positive Classifier,neutral,False,0.25,0.5
"a baffling misfire , and possibly the weakest movie ( woody allen ) has made in the last twenty years .",negative,Positive Classifier,neutral,False,0.25,0.5
hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette 's dialogue .,negative,Positive Classifier,neutral,False,0.25,0.5
the cartoon that is n't really good enough to be on afternoon tv is now a movie that is n't really good enough to be in theaters .,negative,Positive Classifier,positive,False,0.8500000000000001,0.5
"a distant , even sterile , yet compulsively watchable look at the sordid life of hogan 's heroes star bob crane .",negative,Positive Classifier,neutral,False,0.25,0.5
you 've seen them a million times .,negative,Positive Classifier,neutral,False,0.25,0.5
"the best you can say about it is it 's so uninspired , it barely gives one pause when considering some of the other dreck out there right now .",negative,Positive Classifier,neutral,False,0.25,0.5
arguably the year 's silliest and most incoherent movie .,negative,Positive Classifier,neutral,False,0.25,0.5
"offensive in the way it exploits the hot-button issue of domestic abuse for cheap thrills and disgusting in the manner it repeatedly puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormented .",negative,Positive Classifier,neutral,False,0.25,0.5
"one minute , you think you 're watching a serious actioner ; the next , it 's as though clips from the pink panther strikes again and/or sailor moon have been spliced in .",negative,Positive Classifier,neutral,False,0.25,0.5
"scene-by-scene , things happen , but you 'd be hard-pressed to say what or why .",negative,Positive Classifier,neutral,False,0.25,0.5
"a lousy movie that 's not merely unwatchable , but also unlistenable .",negative,Positive Classifier,neutral,False,0.25,0.5
an ultra-low-budget indie debut that smacks more of good intentions than talent .,negative,Positive Classifier,positive,False,0.8500000000000001,0.5
"if you pitch your expectations at an all time low , you could do worse than this oddly cheerful -- but not particularly funny -- body-switching farce .",negative,Positive Classifier,neutral,False,0.25,0.5
will grab your children by the imagination and amaze them and amuse them .,negative,Positive Classifier,neutral,False,0.25,0.5
the film starts out as competent but unremarkable ... and gradually grows into something of considerable power .,negative,Positive Classifier,neutral,False,0.25,0.5
it would be hard to think of a recent movie that has worked this hard to achieve this little fun .,negative,Positive Classifier,neutral,False,0.25,0.5
something the true film buff will enjoy .,negative,Positive Classifier,neutral,False,0.25,0.5
"without resorting to hyperbole , i can state that kissing jessica stein may be the best same-sex romance i have seen .",negative,Positive Classifier,neutral,False,0.25,0.5
the cast is so low-wattage that none of the characters comes off as big ... and the setting remains indistinct .,negative,Positive Classifier,neutral,False,0.25,0.5
"this is a throwaway , junk-food movie whose rap soundtrack was better tended to than the film itself .",negative,Positive Classifier,neutral,False,0.25,0.5
"a teasing drama whose relentless good-deed/bad-deed reversals are just interesting enough to make a sinner like me pray for an even more interesting , less symmetrical , less obviously cross-shaped creation .",negative,Positive Classifier,positive,False,0.9700000000000001,0.5
the movie exists for its soccer action and its fine acting .,negative,Positive Classifier,neutral,False,0.25,0.5
"tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .",negative,Positive Classifier,positive,False,0.8500000000000001,0.5
"a bowel-curdling , heart-stopping recipe for terror .",negative,Positive Classifier,neutral,False,0.25,0.5
nicely serves as an examination of a society in transition .,negative,Positive Classifier,neutral,False,0.25,0.5
"if you 're looking for comedy to be served up , better look elsewhere .",negative,Positive Classifier,neutral,False,0.25,0.5
"after that , it just gets stupid and maudlin .",negative,Positive Classifier,neutral,False,0.25,0.5
"the humor is hinged on the belief that knees in the crotch , elbows in the face and spit in the eye are inherently funny .",negative,Positive Classifier,neutral,False,0.25,0.5
engagingly captures the maddening and magnetic ebb and flow of friendship .,negative,Positive Classifier,neutral,False,0.25,0.5
"sam jones became a very lucky filmmaker the day wilco got dropped from their record label , proving that one man 's ruin may be another 's fortune .",negative,Positive Classifier,neutral,False,0.25,0.5
"the film benefits greatly from a less manic tone than its predecessor , as cho appears to have settled comfortably into her skin .",negative,Positive Classifier,neutral,False,0.25,0.5
"the charms of willful eccentricity , at least as evidenced by this latest cinematic essay , are beginning to wear a bit thin .",negative,Positive Classifier,neutral,False,0.25,0.5
"it feels like a community theater production of a great broadway play : even at its best , it will never hold a candle to the original .",negative,Positive Classifier,neutral,False,0.25,0.5
"a tough go , but leigh 's depth and rigor , and his skill at inspiring accomplished portrayals that are all the more impressive for their lack of showiness , offsets to a notable degree the film 's often-mined and despairing milieu .",negative,Positive Classifier,neutral,False,0.25,0.5
an irresistible combination of a rousing good story set on a truly grand scale .,negative,Positive Classifier,positive,False,0.8500000000000001,0.5
